,content,score
9499,cara baru berinvestasi,5
9500,keren,5
9501,cara mudah berinvestasi,5
9502,good,5
9503,Good app and user friendly for a new investor,5
9504,mudah dalam berinvestasi,5
9505,"cukup bagus untuk memulai investasi kecil2an bertahap, bisa sambil belajar juga..dan yang penting transparant dan kemudahan transaksi baik untuk narik uang maupun transfer dana untuk investasi",5
9506,"So far untuk informasi reksadana paling informatif, lengkap. Pembayaran nya pakai gopay jadi gampang banget. Cuma 1 aja, andai ada fitur untuk breakdown finplan, jadi kita ada bayangan mau civil berapa trus masuk ke RD mana yg cocok buat itu. Kayak halofi**.. Pasti lebih mantep deh..",5
9507,gampang banget punya reksadana. aplikasinya user friendly. info produknya juga sederhana tapi lengkap. paling gampang beli pake gopay karena udah otomatis dikonfirmasi. mudah-mudahan bisa nyiapin hari tua yang nyaman sama bibit.,5
9508,"good aps, very helpful for a new experience in investment 😉",5
9509,mantapp soul,5
9510,Bener bener menguntungkan,5
9511,Pake kode riska4 untuk dapat cashback 50K pada pembelian dengan minimal 100K 😊,5
9512,user friendly bgt mudah2an withdrawal nya gampang. sip,5
9513,"bagus, untuk orang yang masih awam soal reksadana",4
9514,Mudah penggunaannya. Cocok untuk investor pemula.,5
9515,investasi Reksadana Semakin mudah...,5
9516,got my first earnings..show me if I was being late not to try this app before,5
9517,mudah dan informatif untuk pemula,5
9518,this app makes me brave enough to dig into reksadana and stock investing world because it's so easy and intuitive,5
9519,"easy to use, user-friendly also, and ROBO is really helping for a newbie investor like me. so recommended",5
9520,"gampang pakenya, apalagi ga ada potongan admin kalo pake gopay makin banyak untungnya. tapi produk investasinya masih dikit, TAMBAH LAGI PRODUKNYAAAAA",4
9521,"Bagus bangeeeet buat pemula yg gatau apa2 ttg investasi. Tiap abis transfer invest, anggap aja uang itu ngga ada.. Semoga dari bibit bisa bertumbuh jadi pohon di hari tua :')",5
9522,good apps,5
9523,"easy, the CS helpful and feels at home. especially because the grup in telegram works well. I'm satisfied so far. Thanks Bibit",5
9524,mudah. dan menyenangkan,5
9525,"bikin semangat invest setiap dapat gaji atau honor, invest tidak perlu bulanan , yang terpenting rutin dan konsisten",5
9526,User friendly Dan tidak ribet untuk transaksi 👍🏻👍🏻👍🏻,5
9527,mantull,5
9528,"aplikasi yang mudah dipahami untuk para investor pemula, good banget",4
9529,"Baru kali ini, beli reksadana sangat mudah. Bikin akun gampang banget dan paperless. Bayar jg bs pake gopay. Rekomendasi produk reksadananya juga cakep.",5
9530,"asik buat pemula, keren, dan mudah untuk diakses",5
9531,"sumpah, suka banget sama tampilan appsnya! friendly abis ditambah banyak gambarnya. bisa pilih reksadana berbasis syariah, karena ada kolom khususnya. chat customer service gampang dan dibalesnya cepet banget! salut. sukses trs bibit!",5
9532,Keren,5
9533,"Mantap bibit, sudah pakai dari awal banget peluncurannya dan emang yang paling user friendly dan mudah, sukses selalu! Bisa join pakai kode 'depimomo' kalau mau dapat cashback!",5
9534,"Masukan kode referal [ ayobibit ] untuk mendapatkan dana caseback senilai Rp. 50.000,-",5
9535,top,5
9536,abdat90 pakai sebagai code refferal nya,5
9537,Simple & Easy to use,5
9538,"Mudah, CS komunikatif. Cocok buat pemula ataupun yang sibuk untuk memantau perkembangan investasinya",5
9539,Apps lumayan bagus apalagi integrasi dengan gopay. kalau bisa ditambah dengan instrumen investasi lain misal SBR atau emas.,4
9540,"Aplikasi reksadana yg canggih tapi tetap mudah digunakan. Pilihan jenis dan manajer investasinya lumayan banyak, tapi masih bisa ditambah. Kelebihan lainnya adalah bisa beli reksadana pake go-pay :))",5
9541,"coba2 sedikit demi sedikit sambil jalan sambil belajar, thankyou bibit karna sudah membuatku mau bergerak berinvestasi tanpa ribet 😁",5
9542,good,5
9543,good,5
9544,sangat mudah. terutama untuk investor muda seperti saya yang masih awam. penjelasannya oke,5
9545,"Saya suka, saya suka, aplikasinya ringkas, tidak rumit, sangat friendly untuk pemula. Satu-satunya fitur yang membuat saya memberikan bintang lima adalah fitur Preferensi Syariah. maju terus Bibit!",5
9546,"investasi reksadana jadi sangat mudah apalagi untuk newbie seperti saya. UI nya juga sangat friendly, ga ribet, istilah2 pun diberikan keterangan penjelasan, jadi memudahkan untuk newbie",5
9547,Simple Apps With Fully Support,4
9548,This is one of the excellent application in Here. I I I will shoot 5 star soon. :),4
9549,"stuck di upload bukti pembayaran..ketika mau pilih ambil dr album (karna dr screencapture) eh malah ga keluar di albumnya..trs ga yg bs bantu..nyesel deh,padahal baru mau coba main reksadana diaplikasi ini",2
9550,"UI nya cakep, gampang di pake, tapi kadang waktu lama pembeliannya ga sesuai sedikit sama yang di deskripsi. tapi tetep yahud! makasih bibit hahaha kalo udah paham bener pengen main stockbit deh. EDIT : Ternyata kemarin belinya minggu hehe lupa, jadinya tepat waktu berarti. mantap!",5
9551,Easy to use,5
9552,mantabs,5
9553,"Well-designed app, fun to use.",5
9554,keren. AInya cukup bekerja dengan baik.,5
9555,Aplikasi yg bagus untuk belajar berinvestasi.,5
9556,bagus untuk belajar investasi,5
9557,bibit keren 😁😁,5
9558,very nice and easy to use,5
9559,"so far, mantep nih app nya",5
9560,cepet naiknya,5
9561,Asik.. Dari sini jadi ga takut buat investasi. Benar benar cocok untuk newbie seperti saya. Thanks!,5
9562,"its a good apps to someone who want to try reksadana. its easy to use, and you can start to buy reksadana with a small ampunt of money.",5
9563,Working as intended,5
9564,so far ok,5
9565,Invest is getting easier now.. Keep and do better progress.,5
9566,mantul tul tul!,5
9567,the best app for a newbie like me,5
9568,bibit help me to learn about investment. great apps.,5
9569,"Sudah saya pakai rekening yang namanya sama persis dgn KTP (nama saya lebih dr 25 char, btw), eh dua kali verifikasi tetap dibilang nama di rekening tidak sama dgn KTP. Maaf ya, nggak jadi pakai Bibit 🙏",1
9570,"sangat menyenangkan keep it up mo beli gampang, belum tahu klo yg jual moga2 juga mudah",5
9571,bibit Keren,5
9572,User friendly banget,5
9573,"ini aplikasi keren sih, baru brp hari di verifikasi dan sukses skg dah dpt earnings aja hihi thankyou bibit!!",4
9574,gooooood,5
9575,daftar mudah dan diawasi ojk jadi uang aman 👍,5
9576,"Aplikasinya mudah digunakan, bahkan untuk pemula. Tampilan aplikasi sangat baik. Pembayaran bisa menggunakan gopay. Minimum invest 10rb. Recommended mungkin lebih baik ditambahkan fitur ""watchlist"", list reksa dana yang belum masuk portofolio, tapi bisa dilihat tanpa perlu browse dari seluruh reksa dana yang ada",5
9577,mudah dimengerti sistem nya sangat cocok investasi diusia muda,4
9578,user friendly,5
9579,Sangat membantu mengelola dana nganggur yg ada di tabungan.,5
9580,nice apps and easy to understand,4
9581,"mudah digunakan, UI UX juga jelas, transparansi juga mantul",5
9582,"easy to use, great!",5
9583,cool! terutama buat yang pertama kali invest..,5
9584,So convinent for newbie like me. Bibit helps me to build my portofolio based on my risk level. Bibit verify every single transaction and secure our money safely. They have quiz and articles regarding invenstment and finance and free consultation with the expert. Recommended apps. Thanks bibit!,5
9585,investasi jadi sangat mudah. cocok buat yang suka mager,5
9586,great,4
9587,baru pertama kali invest pelayanannya bagus. padat dan jelas,5
9588,"oke cuma pilihan reksadana harus diperbanyak lagi, estimasi unit masuk harus ada di aplikasi.",4
9589,"bibit keren, pilihan RD nya oke2, UI nya mudah dipahami dan bagus. daftarnya gak ribet, yang pasti prosesnya cepat dan respon adminnya fast bgt. thanks bibit",5
9590,easy to use with good display,5
9591,Sangat menguntungkan,5
9592,"very simple, trusted!",5
9593,saya stuck di registrasi ketika mengambil foto ktp,2
9594,"terima kasih untuk developer and founder bibit membuat saya belajar investasi sejak muda:) cocok untuk generasi milenial belajar investasi note : ""tolong perbanyak pilihan dari reksadana yang bisa dibeli ya min """,5
9595,kerenn bibit mahh.. smg selalu menjadi penyemangat utk menabung sekaligus investasi..,5
9596,very good😍,5
9597,"tingkatkan konsistensi untuk mengedukasi masyarakat untuk memulai investasi, semangat untuk tim Bibit 🤝🏻",5
9598,good purchasing experience. easy to understand investment app.,5
9599,good investment ways,5
9600,nice apps help us to invest,5
9601,praktis dalam satu aplikasi,5
9602,best app for investment..,5
9603,Very good user interface. Clean and simple. Filter list produk RD selalu ke-reset tiap selesai melihat detil satu produk.,4
9604,harga jual tidak sesuai,1
9605,"Good for nubi, tampilannya lumayan memudahkan",5
9606,"cocok buat pengguna newbie, user friendly, gak ribet.",5
9607,Easy to use,5
9608,"terus berkembang, pembayaran pake oneclick bca yaa",5
9609,cool apps,5
9610,luv beud dah. mayan. menguntung 😊,5
9611,lama masuk ke rek saat witdraw penjualan gak sama dengan yg di app.,1
9612,semoga konsisten sampai masa mendatang,5
9613,"Portal penjualan reksadana yang paling mudah dan UI-nya sangat user friendly. Paling terasa dimudahkan dari sisi metode pembelian yg bisa pakai GoPay (vs portal sebelah yg cukup well-known yg mengharuskan transfer ke bank, sayang aja kena biaya transfer beda bank).",5
9614,"nice UI, proses cepet",5
9615,easy to use apps.. you guys should try it.. 👍👍👍👍 keep up a good work bibit..,5
9616,very nice....,5
9617,User friendly,5
9618,"simple gampang, a newbie guide to mutual fund",5
9619,invest gampang banget!,5
9620,best!,5
9621,very user friendly 👍,5
9622,aplikasi keren buat para milenial.. buat yg awam atau baru prtama kali investasi reksadana.. recommend banget aplikasi ini buat kalian.. bener2 sangat dimudahkan..,5
9623,Zaman skrg ini harusx buka rekening saham jg ga ribet.... semoga bibit makin jaya... reksa danax millenial,5
9624,buat aku yg ga ngerti apa2 ttg investasi.. ini lumayan lah.. ada perasaan deg2an ketika pendapatan minus terus.. tp lucu juga pas ada hasil yg didapat walau cmn bbrp ribu rupiah😊,4
9625,"Mudah dimengerti, aman, terpercaya",5
9626,good,5
9627,Platform investasi yg bagus. Terus di kembangkan ya. Gud job,5
9628,user interface sangat user-friendly tapi produk masih sedikit dibanding sekuritas yang lain,4
9629,Mantap si ini aplikasi,5
9630,bagus aplikasinya,5
9631,"bayar lewat gopay, gak kena biaya admin hehehe",5
9632,"bibit keren, grup juga oke banget...ayo menaman saham...",4
9633,cara termudah untuk punya reksadana,5
9634,Good,5
9635,"Aplikasi investasi yang sangat useful. Mudah dan support cs sangat komunikatif, pembayaran mudah bisa via gopay 🤗",5
9636,the only disappoitment is there is no advice for us when to enter the market .,5
9637,sangat sangat membantu buat saya yg ingin memulai berinvestasi,5
9638,"mulai dari cara penggunaan dan fungsinya semua bagus, dan sangat mudah untuk dipahami bagi pengguna baru. design dan cara pemakaiannya sangat juga aman bagi. pengguna",5
9639,Customer support nya cepet responnya,5
9640,"UI menarik, informasi lengkap, sangat mudah untuk yang mau berinvestasi",5
9641,Nice :),5
9642,investasi reksadana sangat mudah....awesome.....,5
9643,Good investing app. Recommended for you who want to invest in Reksadana,5
9644,"Awalnya memang sedikit ribet, krn hrs mentrnsfer dana di masing2 investasi yg bebeda (pasar uang, obligasi, saham). Namun setelah bbrp kali pembaruan kini topup kapanpun makin mudah dan simpel, apalgi dg payment gopay dan VA, hanya tinggal klik dan semua done. Keep update terus Bibit",5
9645,mantap ene aplikasi nya,5
9646,Bagus apalagi konfirmasi instan menggunakan gopay sangat memudahkan,5
9647,Very easy to use and great robo advisor,5
9648,It helps me much as a newbie in invesment,5
9649,kurang banyak daftar reksa dananya,4
9650,keyeen,5
9651,yang selama ini ane cari....setelah kecewa dengan investasi crypto yang banyak spekulasi,5
9652,"untuk yang belajar merangkak tentang dunia investasi, apps ini membantu sekali",5
9653,Aplikasi untuk membeli reksadana terbaik saat ini! Cara menggunakannya sangat mudah sehingga cocok untuk pemula seperti saya. Dilengkapi dengan robo advisor yang memudahkan kita untuk membeli reksadana sesuai dengan profil risiko kita. Keep it up Bibit!,5
9654,I love this app❤,5
9655,App finance yg niat UI nya 👍,5
9656,Great app for investing,5
9657,Bagus dan Mudah digunakan sukses utk bibit,5
9658,user friendly,5
9659,good job . . .,5
9660,"interaktif, bagus untuk membantu kita dalam investasi reksadana",5
9661,Apliaksi yang sangat membantu para investor baru untuk mendiversifikasi resiko mereka dengan masukan dari robot. Nice app om Wellson.,5
9662,bibit keren,5
9663,bibit mantep. bisa bayar via gopay jadi tidak perlu konfirmasi,5
9664,"user friendly, nice useful app",5
9665,good,4
9666,"interface nya ramah bagi user, ada teknologi robo advisor juga untuk mengidentifikasi profil investor kita. such a good app!",5
9667,"user interfacenya the best, app mudah dipahami, yang tidak mengerti reksadana tetap bisa memakai, 5/5!",5
9668,sangat terbantu dengan adanya glosarium! senang belajar investasi bersama Bibit,5
9669,kerennnnnnnn,5
9670,"hey, like this. no need thinking which one is suitable for my profile in investment. there's robo who'll thinks the best for my profile. and also free admin for buy and sell.",5
9671,respond sangat cepat,5
9672,nice interface & UI. It's easy to use & looks very nice & simple. The features are better compared to others that I used before bibit. Payment with GoPay is great 😁 Will be better if there're contents regarding the market condition or anything that's relatable to our financial life,5
9673,Transaksi super mudah dengan GoPay,5
9674,simple and clean,4
9675,simple. ada robot yg bantu milih portofolio reksa dana,5
9676,ok,5
9677,"bagus ,trutama untuk beginner",5
9678,suka dengan tampilannya yang sangat informatif dan mudah dipahami,4
9679,mudah pengoprasiannya..,5
9680,Bisa untuk investasi jangka panjang guys. TOP!,5
9681,bagus untuk pemula seperti saya...,5
9682,good app,5
9683,great app for investment,4
9684,bintang 5 kalo sudah profit,4
9685,"Mudah digunakan, simpel, bisa GoPay. Cocok buat yang mau invest tapi masih pemula. Recommended.",5
9686,terus berbenah khususnya di pelayanan dan promonya lebih ditingkatkan,5
9687,sukses sll buat bibit 🙏👍👍👍,5
9688,keren,4
9689,"keren, recommended..",5
9690,aplikasi bagus n rekomen,5
9691,Mudah untuk pemula. Semoga bertambah opsi sahamnya. Kedepan juga semoga disediakan virtual account BCA untuk kemudahan pembelian.,5
9692,keren,5
9693,"Robo invest pilihin portofolio optimal berdasarkan 6 jawaban question saat registrasi (umur, pendidikan, status, aset, ambil risiko/nggak, pendapatan), cocok banget buat pemula, user friendly, bisa top up pake gopay gratis, ada kalkulator simpel proyeksi dana sampe 25 tahun, bisa set preferensi syariah, ada pilihan reksadana pasar uang-reksadana obligasi-reksadana saham",5
9694,respon technical support nya cepat dan sangat membantu. sukses terus bibit.,5
9695,"registrasi, pembelian dan pencairan dana yg lama. padahal jelas tertulis ""reksadana dpt dicairkan dengan cepat tanpa biaya penalti"". really not recommended.",1
9696,sabi mampus,5
9697,Simple gak pake ribet! 👍🏼,4
9698,"aplikasi mudah untuk investasi bagi pemula. interfacenya bersih & mudah untuk pembayaran. next perbanyak lagi jenis"" investasi yah.",4
9699,"Hebat sekali kerja sama dengan Gopay, beli RD dan langsung autosplit sesuai dengan rekomendasi Robo.",5
9700,"Saya ga kasih bintang 5. Saya mau kasih masukan. Kalo bisa, ada menu pembatalan investasi. Trus, kenapa kalo beli reksadana BCA harus manual? Padahal pake Gopay ga harus manual. Kan bisa pake Virtual Account.",3
